Method,Name,Error,Occurrences
GET,/Categorias,"ConnectionResetError(10054, 'Se ha forzado la interrupción de una conexión existente por el host remoto', None, 10054, None)",409
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 7'),454
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 6'),608
GET,/Productos,"ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x....>, 'Connection to 192.168.100.15 timed out. (connect timeout=None)')",177
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 3'),490
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 8'),627
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 2'),438
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 3'),462
GET,/Categorias,"ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x....>, 'Connection to 192.168.100.15 timed out. (connect timeout=None)')",726
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 4'),424
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 7'),420
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 1'),505
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 4'),430
GET,/Pedidos/5925,HTTPError('500 Server Error: Internal Server Error for url: /Pedidos/5925'),5
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 12'),465
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 11'),445
GET,/Mesas,RemoteDisconnected('Remote end closed connection without response'),608
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 9'),424
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 3'),472
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 7'),446
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 9'),680
GET,/Productos,"ConnectionResetError(10054, 'Se ha forzado la interrupción de una conexión existente por el host remoto', None, 10054, None)",127
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 9'),410
GET,/Pedidos/5925,RemoteDisconnected('Remote end closed connection without response'),1825
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 12'),441
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 2'),639
GET,/Mesas,"ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x....>, 'Connection to 192.168.100.15 timed out. (connect timeout=None)')",172
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 11'),402
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 3'),489
GET,/Pedidos/5925,"ConnectionResetError(10054, 'Se ha forzado la interrupción de una conexión existente por el host remoto', None, 10054, None)",286
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 9'),413
GET,/Categorias,HTTPError('500 Server Error: Internal Server Error for url: /Categorias'),2
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 7'),642
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 1'),439
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 10'),617
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 13'),453
GET,/Mesas,HTTPError('500 Server Error: Internal Server Error for url: /Mesas'),3
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 8'),441
GET,/Pedidos/5925,"ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x....>, 'Connection to 192.168.100.15 timed out. (connect timeout=None)')",538
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 1'),432
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 12'),427
GET,/Categorias,RemoteDisconnected('Remote end closed connection without response'),2408
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 2'),440
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 13'),429
GET,/Mesas,"ConnectionResetError(10054, 'Se ha forzado la interrupción de una conexión existente por el host remoto', None, 10054, None)",84
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 5'),431
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 8'),443
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 5'),421
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 5'),423
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 1'),465
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 12'),430
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 9'),410
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 10'),480
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 1'),738
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 2'),434
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 8'),425
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 4'),659
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 11'),406
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 2'),440
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 7'),434
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 3'),617
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 5'),645
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 13'),465
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 6'),442
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 9'),499
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 4'),436
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 11'),434
