run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;112;94.2;8;7,50;15,00;15,38;14,25;16,88;enp0s31f6;563;636
2;111;92.7;8;3,75;14,50;15,25;14,12;18,00;enp0s31f6;598;676
3;112;93.9;8;7,50;16,38;15,25;13,38;18,50;enp0s31f6;558;630
4;112;93.8;8;7,50;15,88;15,12;14,38;17,12;enp0s31f6;446;518
5;112;93.9;8;7,50;16,00;16,12;14,00;17,88;enp0s31f6;581;661
6;111;93.3;8;11,25;15,12;15,12;14,50;17,12;enp0s31f6;587;672
7;111;93.3;8;12,50;12,25;12,62;12,00;14,50;enp0s31f6;448;514
8;111;93.4;8;11,25;15,62;15,62;14,50;17,75;enp0s31f6;655;744
9;110;92.4;8;10,00;15,00;15,50;14,25;17,88;enp0s31f6;414;498
10;111;92.9;8;10,00;14,88;15,12;14,62;17,38;enp0s31f6;598;704
