run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;7337173450;3818468129;626272015;81664066;3.20;1064.00;6718.60;5.80;2.20;92.00;0.00;.23;86.77;0.12;0.03;0.01;3.20;1.00
2;6012893368;3397539348;565539836;73488004;4.80;1262.00;7176.20;8.60;2.80;88.20;0.00;.22;83.12;0.40;0.15;0.05;4.80;1.00
3;6212634429;3615862703;581077106;75190758;1.20;1493.00;7924.40;9.60;3.80;86.20;0.00;.30;78.96;1.46;0.50;0.18;1.20;1.20
4;7144746428;4594133099;651199539;81995951;2.20;1721.40;8439.60;14.00;5.20;80.40;0.00;.26;78.24;1.40;0.76;0.30;2.20;1.20
5;7228825886;4755277218;658091794;83992342;2.40;1564.40;8160.40;10.60;4.20;84.60;0.00;.26;80.24;1.32;0.90;0.39;2.40;1.00
6;7375776802;4770883872;631343897;79270651;1.60;1756.60;8957.80;14.60;5.00;80.40;0.00;.19;79.41;1.56;1.08;0.50;1.60;1.60
7;7934170424;5984738577;662203880;85252303;1.00;1582.00;7936.60;13.00;5.00;81.20;0.00;.26;74.53;2.34;1.40;0.67;1.00;1.20
8;8618732320;7332300362;689459173;89586869;5.40;1716.60;9462.80;15.20;5.20;79.20;0.00;.19;75.88;0.92;1.23;0.69;5.40;1.00
9;7923052818;6432693056;661860470;88883428;2.00;1685.00;7549.80;18.20;5.80;76.00;0.00;.23;78.31;1.14;1.21;0.74;2.00;1.40
10;34307278;9716873;4151344;124640;1.00;169.60;304.60;2.20;0.60;97.40;0.00;0;100.00;0.66;1.06;0.73;1.00;1.00
