run;read_iops;write_iops;read_bw_MBps;write_bw_MBps;read_lat_avg_ms;write_lat_avg_ms
1;7852;7852;30.7;30.7;0.11247;0.00919882
2;7459;7459;29.1;29.1;0.12202;0.00552703
3;8080;8080;31.6;31.6;0.11066;0.00682168
4;7485;7485;29.2;29.2;0.12153;0.00696257
5;7857;7857;30.7;30.7;0.11183;0.00793725
6;8544;8544;33.4;33.4;0.10739;0.00569014
7;8544;8544;33.4;33.4;0.10545;0.00717532
8;8596;8596;33.6;33.6;0.10273;0.00613098
9;8366;8366;32.7;32.7;0.10653;0.00609073
10;8106;8106;31.7;31.7;0.10739;0.0101852
