run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;28212943835;18408960767;2401020249;383388885;6.20;4455.00;29826.20;35.20;11.40;53.20;0.00;1.00;43.98;2.67;3.73;4.14;6.20;3.40
2;29642930939;17574920293;2567619233;365379573;10.80;5098.80;29964.00;39.20;14.40;46.20;0.00;.56;41.19;4.60;4.03;4.22;10.80;5.00
3;30464215680;25902611263;2484433844;379631351;9.80;4503.00;27434.80;41.40;12.40;45.60;0.00;.53;44.03;4.97;4.28;4.29;9.80;3.60
4;31233527539;29432454956;2511173142;398653977;14.60;4909.40;33848.00;42.80;13.60;43.00;0.00;.56;42.24;4.48;4.31;4.30;14.60;3.60
5;37166566551;34323807025;2839448388;429032712;5.20;5238.60;36989.20;45.20;13.40;41.20;0.00;.59;41.10;4.16;4.22;4.26;5.20;3.60
6;42989874235;51733687038;2845741532;474227928;3.60;5753.40;47484.60;45.80;11.60;42.00;0.00;.70;43.59;6.88;5.26;4.65;3.60;3.60
7;44251241724;58242477479;2781534339;479764342;5.40;4843.00;38240.20;44.00;9.80;45.60;0.00;.66;45.01;6.52;5.49;4.78;5.40;3.80
8;42592239911;56951796339;2614490353;447546083;6.40;4375.20;36830.40;43.40;10.20;45.80;0.00;.56;41.61;9.67;6.69;5.27;6.40;4.40
9;44443389765;63179312936;2604339741;456602607;7.00;4234.80;33309.60;43.00;9.20;47.20;0.00;.53;43.36;6.77;6.32;5.22;7.00;2.80
10;48079193;31233012;4503146;536309;1.40;264.00;1103.40;6.20;1.60;92.00;0.00;0;100.00;2.05;4.90;4.82;1.40;1.00
