run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;27455021222;18719665963;2353984503;343575280;8.60;7929.00;52620.60;50.80;16.20;32.20;0.00;.70;42.35;8.35;5.98;6.28;8.60;3.40
2;58101846358;51531255322;4512419298;710474429;7.80;3564.20;20693.80;30.60;9.40;59.60;0.00;.59;24.87;10.15;7.16;6.68;7.80;2.60
3;39797469368;40285155188;2898449396;447688796;5.00;5301.40;41513.40;46.00;12.80;40.60;0.00;.70;38.60;7.05;6.85;6.61;5.00;2.60
4;56527034823;59996785002;4018931681;647533003;7.80;4454.60;31287.20;44.40;12.40;42.40;0.00;.52;22.26;9.35;7.37;6.79;7.80;2.40
5;38957954416;44207913286;2619690591;413250427;3.80;4860.80;34319.60;45.00;11.20;43.20;0.00;.56;34.75;9.20;7.52;6.87;3.80;2.00
6;49131205646;57429580700;1862807650;346203415;3.20;9230.20;143656.60;20.20;19.60;59.80;0.00;.40;64.34;5.02;6.61;6.61;3.20;1.40
7;42299014789;46677984083;1324045162;254814423;6.20;6926.60;96677.40;16.20;18.00;65.20;0.00;.33;68.32;3.37;5.83;6.34;6.20;1.00
8;42421815089;46596668392;1344886557;258923867;3.60;7011.00;99001.60;15.80;17.80;66.00;0.00;.37;65.33;2.94;5.28;6.12;3.60;1.20
9;43204927515;47354226434;1361889191;268884023;2.00;7381.80;107117.20;17.40;18.40;63.80;0.00;.26;65.30;2.47;4.72;5.87;2.00;1.20
10;44658865441;49458202600;1434525125;282192970;3.20;7090.00;104081.40;17.40;17.40;64.40;0.00;.30;65.94;2.04;4.18;5.61;3.20;1.00
