run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;23939982593;13096612320;2188836768;315969531;1.60;3967.80;24908.20;31.00;10.60;58.20;0.00;.46;53.12;2.73;2.70;2.60;1.60;2.00
2;25607222214;19273123938;2184329234;321965476;2.80;4261.80;27342.40;30.80;11.20;57.20;0.00;.49;49.71;3.95;3.11;2.76;2.80;3.00
3;28105154458;25766659036;2219698550;339566189;2.60;3736.00;22233.00;33.00;9.80;57.20;0.00;.43;47.98;7.54;4.34;3.22;2.60;2.60
4;30648990532;30900864755;2230108958;352055262;14.60;4212.00;28938.40;35.20;10.80;53.60;0.00;.46;48.39;5.66;4.63;3.43;14.60;2.60
5;30637061726;34738334842;2145314232;347693326;9.60;4046.80;28250.20;38.80;9.60;51.20;0.00;.50;46.15;7.19;5.37;3.81;9.60;3.60
6;29980809439;34938527960;2111763064;344994276;5.20;3761.60;25905.80;36.00;8.60;54.80;0.00;.43;44.67;5.93;5.35;3.90;5.20;4.60
7;31872957863;36654905208;2208234759;367793820;6.60;4080.40;26688.80;36.60;10.40;52.60;0.00;.36;47.63;6.14;5.79;4.21;6.60;4.40
8;33953550351;48115410130;2039612169;362158747;8.00;4914.80;37221.60;39.20;9.00;51.80;0.00;.33;49.64;7.64;6.34;4.54;8.00;6.20
9;38975949112;53729677829;2348140790;407768365;7.60;4536.40;32115.20;41.40;9.40;49.00;0.00;.36;41.68;5.94;6.06;4.56;7.60;1.60
10;32578341;9097868;3730781;332197;1.00;198.60;695.00;4.40;1.20;94.40;0.00;0;100.00;2.56;5.09;4.37;1.00;1.00
