run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;110;92.2;8;6,25;15,00;15,75;14,00;21,12;enp0s31f6;1456;1411
2;110;92.0;8;6,25;15,25;14,75;14,12;17,62;enp0s31f6;1279;1274
3;110;92.1;8;8,75;14,50;14,88;13,75;17,25;enp0s31f6;1065;1022
4;109;91.4;8;8,75;14,75;15,38;14,25;17,62;enp0s31f6;854;801
5;110;92.2;8;10,00;14,38;14,62;14,12;15,75;enp0s31f6;1216;1165
6;109;91.2;8;8,75;14,38;15,25;13,88;21,12;enp0s31f6;602;593
7;87.0;73.0;8;7,50;14,50;15,12;14,00;18,75;enp0s31f6;750;708
8;110;92.0;8;5,00;14,50;14,62;13,88;16,25;enp0s31f6;854;841
9;113;94.5;8;5,00;14,50;14,62;14,25;16,38;enp0s31f6;0;0
10;90.7;76.1;8;6,25;16,38;14,88;14,12;17,50;enp0s31f6;0;0
