run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;112;93.9;8;6,25;14,88;15,12;14,38;16,88;enp0s31f6;537;606
2;112;93.6;8;3,75;15,12;15,25;14,88;17,62;enp0s31f6;375;445
3;111;92.8;8;7,50;15,88;15,75;14,50;19,12;enp0s31f6;374;430
4;112;93.6;8;5,00;16,12;15,62;14,62;18,88;enp0s31f6;442;527
5;112;94.0;8;2,50;15,75;15,88;14,62;18,50;enp0s31f6;622;703
6;111;93.5;8;5,00;14,88;15,00;14,75;16,50;enp0s31f6;505;587
7;112;94.2;8;6,25;14,88;14,88;14,50;16,00;enp0s31f6;416;494
8;111;93.2;8;6,25;15,00;15,50;14,62;18,00;enp0s31f6;555;651
9;111;93.4;8;6,25;15,88;15,50;14,50;17,12;enp0s31f6;643;732
10;113;94.5;8;5,00;14,88;15,25;14,50;17,00;enp0s31f6;509;570
