Method,Name,Error,Occurrences
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 7'),145
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 6'),215
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 3'),177
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 8'),267
GET,/Categorias,"ConnectionAbortedError(10053, 'Se ha anulado una conexión establecida por el software en su equipo host', None, 10053, None)",38
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 2'),164
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 3'),201
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 4'),197
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 7'),210
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 1'),153
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 4'),197
GET,/Pedidos/5925,HTTPError('500 Server Error: Internal Server Error for url: /Pedidos/5925'),2
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 12'),185
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 11'),190
GET,/Mesas,RemoteDisconnected('Remote end closed connection without response'),1228
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 9'),176
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 3'),159
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 7'),199
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 9'),226
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 9'),177
GET,/Pedidos/5925,RemoteDisconnected('Remote end closed connection without response'),3627
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 12'),183
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 2'),228
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 11'),182
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 3'),187
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 9'),177
GET,/Categorias,HTTPError('500 Server Error: Internal Server Error for url: /Categorias'),5
GET,/Mesas,"ConnectionAbortedError(10053, 'Se ha anulado una conexión establecida por el software en su equipo host', None, 10053, None)",9
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 7'),231
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 1'),191
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 10'),236
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 13'),195
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 8'),179
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 1'),180
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 12'),192
GET,/Categorias,RemoteDisconnected('Remote end closed connection without response'),4921
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 2'),188
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 13'),234
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 5'),159
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 8'),168
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 5'),201
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 5'),181
