run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;12735482094;4560256604;917814227;46224875;1.00;7331.60;15526.00;5.40;2.20;92.20;0.00;0;90.16;0.90;0.39;0.19;1.00;1.00
2;12490860910;4604301174;944412540;44862074;1.00;8227.20;14259.40;6.00;2.60;90.80;0.00;0;89.37;1.16;0.51;0.23;1.00;1.00
3;11777350022;4222731322;841975792;42289124;1.60;7937.20;15450.00;5.60;3.00;91.60;0.00;.03;91.28;0.74;0.50;0.25;1.60;1.00
4;12216565337;4408338576;889424387;45628200;2.60;7805.60;14345.20;5.60;2.80;91.20;0.00;0;91.68;0.56;0.50;0.26;2.60;1.00
5;11704322271;4293164097;864203268;44071027;2.60;9055.40;17112.40;5.80;3.00;90.80;0.00;0;92.28;0.65;0.53;0.29;2.60;1.00
6;12106652897;4348887785;888130287;44993547;1.00;8282.20;15627.20;6.20;2.80;91.00;0.00;.03;91.13;0.42;0.47;0.28;1.00;1.00
7;12263199087;4488690868;903895151;44432141;1.00;8388.40;14763.80;6.80;3.20;90.20;0.00;0;89.86;0.45;0.50;0.30;1.00;1.00
8;12903380503;4550839712;911609403;46386060;1.00;8475.20;13976.40;6.20;3.00;91.00;0.00;0;90.18;0.70;0.55;0.33;1.00;1.00
9;11964863045;4381499216;888264386;46956160;1.80;8575.00;15935.80;6.20;3.20;91.20;0.00;0;90.73;0.42;0.50;0.32;1.80;1.00
10;13665495787;5127573034;965099237;49033627;1.00;8410.60;14814.20;6.00;2.80;91.20;0.00;0;91.42;0.26;0.44;0.31;1.00;1.00
