run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;107;89.8;8;3,75;14,88;15,00;14,62;16,75;enp6s18;2396;2843
2;107;89.4;8;8,75;15,00;15,12;14,62;15,62;enp6s18;2411;2747
3;107;89.7;8;6,25;14,88;15,25;14,50;17,62;enp6s18;2009;2310
4;106;89.1;8;7,50;17,12;15,50;14,00;19,62;enp6s18;2639;3133
5;106;88.9;8;7,50;16,62;15,88;13,50;18,38;enp6s18;2716;3116
6;107;89.5;8;3,75;15,00;15,50;14,50;17,25;enp6s18;2590;3001
7;107;89.9;8;5,00;15,12;15,38;14,38;17,12;enp6s18;2692;3118
8;107;89.5;8;3,75;15,38;15,25;14,62;17,62;enp6s18;2456;2823
9;107;89.6;8;3,75;15,00;15,50;14,62;17,88;enp6s18;3598;4143
10;106;89.2;8;8,75;15,00;15,12;14,50;16,38;enp6s18;2049;2325
