run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000000;1;1024KiB;128MiB;128;0.0049;0.03;0.04;0.08;0;15641108;14820;397688;0;0;635;15273
2;0,000000;1;1024KiB;128MiB;128;0.0057;0.03;0.04;0.08;0;15649736;14860;397716;0;0;627;15281
3;0,000000;1;1024KiB;128MiB;128;0.0047;0.03;0.04;0.07;0;15640620;14900;397864;0;0;636;15273
4;0,000000;1;1024KiB;128MiB;128;0.0048;0.03;0.04;0.07;0;15640708;14932;397848;0;0;636;15273
5;0,000000;1;1024KiB;128MiB;128;0.0048;0.04;0.04;0.05;0;15633632;14964;397940;0;0;642;15266
6;0,000000;1;1024KiB;128MiB;128;0.0047;0.04;0.04;0.05;0;15625572;15032;398016;0;0;650;15258
7;0,000000;1;1024KiB;128MiB;128;0.0048;0.03;0.04;0.06;0;15645464;15072;398016;0;0;631;15277
8;0,000000;1;1024KiB;128MiB;128;0.0048;0.03;0.04;0.09;0;15642320;15104;398120;0;0;633;15275
9;0,000000;1;1024KiB;128MiB;128;0.0048;0.03;0.04;0.08;0;15641100;15136;398108;0;0;635;15273
10;0,000000;1;1024KiB;128MiB;128;0.0047;0.03;0.04;0.07;0;15632832;15176;398312;0;0;642;15266
