run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000000;1;1024KiB;128MiB;128;0.0052;0.04;0.04;0.07;0;15470560;32792;454972;0;0;726;15115
2;0,000000;1;1024KiB;128MiB;128;0.0050;0.04;0.04;0.07;0;15477696;32824;455020;0;0;735;15106
3;0,000000;1;1024KiB;128MiB;128;0.0079;0.04;0.06;0.09;0;15470656;32856;455060;0;0;741;15100
4;0,000000;1;1024KiB;128MiB;128;0.0049;0.04;0.04;0.05;0;15462212;32888;455100;0;0;739;15102
5;0,000000;1;1024KiB;128MiB;128;0.0048;0.04;0.04;0.05;0;15445704;32920;455060;0;0;760;15082
6;0,000000;1;1024KiB;128MiB;128;0.0049;0.04;0.04;0.05;0;15388640;32952;455060;0;0;748;15094
7;0,000000;1;1024KiB;128MiB;128;0.0049;0.04;0.04;0.07;0;15409680;33000;455064;0;0;773;15068
8;0,000000;1;1024KiB;128MiB;128;0.0065;0.04;0.05;0.09;0;15442384;33024;455072;0;0;757;15084
9;0,000000;1;1024KiB;128MiB;128;0.0051;0.04;0.04;0.06;0;15443212;33056;455060;0;0;756;15085
10;0,000000;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.08;0;15463588;33104;455068;0;0;745;15096
