run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;171;143;8;2,50;14,88;15,62;13,88;17,62;enp6s18;11887;13686
2;179;150;8;3,75;16,25;14,88;13,38;17,50;enp6s18;11951;13835
3;176;148;8;8,75;15,38;15,00;13,88;16,88;enp6s18;12168;13959
4;197;165;8;5,00;14,50;14,62;14,00;16,00;enp6s18;11176;12917
5;184;154;8;7,50;16,75;15,12;14,25;17,75;enp6s18;12101;14045
6;171;143;8;6,25;13,88;14,62;13,88;17,12;enp6s18;8583;9910
7;182;153;8;8,75;16,12;14,75;14,12;16,75;enp6s18;11970;13725
8;203;170;8;7,50;14,50;15,25;14,25;17,38;enp6s18;11707;13319
9;185;155;8;5,00;284,75;127,25;14,00;285,75;enp6s18;10982;12390
10;159;133;8;6,25;15,75;14,88;14,00;17,12;enp6s18;2397;2919
