run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;111;93.1;8;5,00;14,50;14,38;14,12;15,25;enp0s31f6;158;147
2;112;93.8;8;3,75;14,50;14,88;14,00;17,12;enp0s31f6;161;153
3;103;86.1;8;5,00;15,38;15,50;14,00;18,50;enp0s31f6;182;175
4;112;93.5;8;6,25;16,75;15,38;14,00;18,25;enp0s31f6;220;195
5;112;94.0;8;5,00;14,25;14,88;13,88;17,50;enp0s31f6;320;300
6;111;93.5;8;5,00;15,00;14,88;13,88;17,12;enp0s31f6;277;268
7;112;93.7;8;3,75;14,50;14,50;13,88;16,25;enp0s31f6;135;129
8;112;94.3;8;12,50;11,88;12,12;11,75;13,38;enp0s31f6;340;317
9;109;91.7;8;11,25;15,88;15,62;13,62;22,12;enp0s31f6;0;0
10;112;94.3;8;5,00;14,50;14,50;14,00;15,62;enp0s31f6;31;31
