run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.07;0;12822548;63856;2088084;0;0;2268;12521
2;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;12796200;64088;2089544;0;0;2292;12495
3;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;12804020;64240;2091248;0;0;2283;12503
4;0,000016;1;1024KiB;128MiB;128;0.0063;0.04;0.05;0.29;0;12732088;64360;2092776;0;0;2351;12433
5;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.07;0;12722452;64456;2094324;0;0;2347;12436
6;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.07;0;12729060;64552;2095772;0;0;2339;12442
7;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;12696792;64648;2097256;0;0;2381;12398
8;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;12674856;64796;2098956;0;0;2413;12365
9;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;12610600;64916;2100212;0;0;2471;12306
10;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;12493908;65020;2101720;0;0;2583;12192
