run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.09;0;14427648;21844;834032;0;0;1722;13963
2;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;14072324;21988;835036;0;0;1977;13707
3;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13959720;22100;835872;0;0;2046;13637
4;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;13949740;22204;836724;0;0;2056;13626
5;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;13933500;22308;837680;0;0;2077;13605
6;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13913976;22404;838464;0;0;2091;13589
7;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13898320;22556;839408;0;0;2089;13590
8;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13899236;22652;840176;0;0;2092;13586
9;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.07;0;13893408;22756;841076;0;0;2107;13570
10;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;13926932;22860;842124;0;0;2079;13597
