run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;100;84.1;8;7,50;14,88;16,38;14,00;22,00;enp0s31f6;1519;1460
2;109;91.7;8;5,00;15,25;15,12;14,12;18,00;enp0s31f6;1212;1330
3;108;90.9;8;5,00;15,38;14,75;13,88;17,38;enp0s31f6;4664;4516
4;109;91.3;8;5,00;14,38;14,88;14,00;16,88;enp0s31f6;1846;1867
5;110;91.9;8;3,75;14,62;14,62;14,00;16,38;enp0s31f6;1769;1788
6;109;91.3;8;2,50;16,88;15,38;13,62;18,50;enp0s31f6;1968;1857
7;109;91.3;8;3,75;21,00;17,88;14,00;31,25;enp0s31f6;2018;2035
8;105;87.8;8;3,75;19,12;15,25;13,88;19,50;enp0s31f6;2710;2729
9;109;91.6;8;5,00;15,00;15,12;14,00;20,12;enp0s31f6;971;946
10;113;94.8;8;5,00;14,50;14,88;14,00;17,62;enp0s31f6;0;0
