run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;98.5;82.6;8;2,50;14,50;14,62;14,25;16,50;enp6s18;6324;7324
2;96.9;81.3;8;5,00;14,62;14,88;14,12;16,50;enp6s18;7030;8058
3;97.3;81.7;8;7,50;14,50;14,88;14,25;16,38;enp6s18;7477;8467
4;97.4;81.7;8;6,25;15,88;14,88;14,38;17,25;enp6s18;7759;8852
5;97.6;81.8;8;7,50;14,50;15,00;14,25;17,25;enp6s18;6839;7822
6;97.0;81.3;8;5,00;14,62;15,12;14,00;20,12;enp6s18;7452;8416
7;97.7;81.9;8;6,25;14,88;14,75;14,25;16,12;enp6s18;7545;8680
8;96.6;81.1;8;8,75;14,88;14,88;14,25;17,38;enp6s18;4493;5269
9;97.3;81.7;8;8,75;14,75;14,75;14,25;16,12;enp6s18;6434;7426
10;97.3;81.6;8;7,50;15,50;15,25;14,25;17,00;enp6s18;6845;7973
