run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000000;1;1024KiB;128MiB;128;0.0049;0.03;0.04;0.09;0;15461852;29512;458472;0;0;742;15099
2;0,000000;1;1024KiB;128MiB;128;0.0064;0.03;0.05;0.55;0;15469304;29560;458484;0;0;738;15103
3;0,000000;1;1024KiB;128MiB;128;0.0049;0.04;0.04;0.05;0;15485152;29600;458660;0;0;723;15118
4;0,000000;1;1024KiB;128MiB;128;0.0048;0.04;0.04;0.04;0;15479872;29632;458660;0;0;728;15113
5;0,000000;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.09;0;15476544;29696;458652;0;0;716;15125
6;0,000000;1;1024KiB;128MiB;128;0.0068;0.04;0.05;0.12;0;15479660;29752;458644;0;0;728;15113
7;0,000000;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.09;0;15488312;29792;458672;0;0;705;15136
8;0,000000;1;1024KiB;128MiB;128;0.0080;0.04;0.06;1.05;0;15491804;29832;458684;0;0;716;15125
9;0,000000;1;1024KiB;128MiB;128;0.0050;0.04;0.04;0.06;0;15501192;29888;458760;0;0;707;15134
10;0,000000;1;1024KiB;128MiB;128;0.0048;0.04;0.04;0.07;0;15489644;29928;458720;0;0;706;15135
