run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0063;0.04;0.05;0.07;0;13840384;41952;1618084;0;0;1731;13522
2;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.11;0;13694928;42136;1625196;0;0;1874;13372
3;0,000016;1;1024KiB;128MiB;128;0.0078;0.04;0.06;1.63;0;13609436;42240;1630236;0;0;1952;13289
4;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13988648;42448;1637516;0;0;1586;13648
5;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13915044;42544;1642452;0;0;1642;13587
6;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13832080;42656;1664336;0;0;1702;13505
7;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.11;0;13814560;42816;1668900;0;0;1697;13506
8;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.09;0;13803408;43016;1677500;0;0;1729;13466
9;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;13713260;43172;1685312;0;0;1799;13389
10;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.10;0;13742080;43372;1692860;0;0;1762;13420
