run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;30.8;25.8;8;10,00;15,88;15,88;14,12;21,62;enp6s18;4701;5340
2;24.5;20.6;8;8,75;14,75;14,75;14,38;15,50;enp6s18;2223;2533
3;40.1;33.6;8;6,25;14,50;14,88;14,38;16,38;enp6s18;4281;4847
4;9.91;8.31;8;8,75;14,88;14,88;14,25;16,88;enp6s18;4869;5520
5;30.1;25.2;8;6,25;15,12;14,75;13,88;16,88;enp6s18;5071;5762
6;4.89;4.10;8;6,25;15,00;15,38;14,38;17,50;enp6s18;3031;3439
7;27.7;23.2;8;6,25;15,88;15,25;14,38;17,25;enp6s18;1480;1687
8;34.8;29.2;8;5,00;15,50;15,00;14,00;16,88;enp6s18;2727;3352
9;40.6;34.1;8;10,00;15,88;15,25;14,38;16,62;enp6s18;4578;5352
10;29.2;24.5;8;6,25;15,62;15,50;14,25;19,12;enp6s18;5285;6148
