run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;48053779010;17857551853;3470140799;205327784;3.00;28183.60;65396.60;22.80;9.60;67.20;0.00;0;62.88;2.05;1.96;1.97;3.00;1.00
2;50844056454;18553618040;3591545253;217350060;2.40;29820.20;66275.20;24.00;10.00;65.80;0.00;0;62.97;3.11;2.30;2.09;2.40;1.00
3;49088320966;18238848030;3444089617;215645416;3.00;29087.60;66876.20;24.20;10.40;65.20;0.00;0;63.33;3.55;2.58;2.20;3.00;1.00
4;48927458082;17870279879;3448541236;211686388;4.20;29828.60;65913.40;24.20;10.60;65.00;0.00;0;61.23;3.09;2.58;2.22;4.20;1.00
5;49798655555;18328292417;3527474245;212870311;4.20;28952.60;72083.60;23.60;10.60;66.00;0.00;0;62.88;2.97;2.62;2.25;4.20;1.20
6;50653472521;18444716875;3560919874;221497495;3.80;30219.00;68376.00;23.80;11.20;64.80;0.00;0;61.29;3.08;2.73;2.31;3.80;1.00
7;51517995859;19810110125;3532676245;230625886;5.00;28819.80;70507.00;24.00;10.40;65.40;0.00;0;60.20;2.48;2.63;2.30;5.00;1.20
8;51360562200;18933435220;3583461897;230002456;3.80;29951.00;68991.80;24.40;11.00;65.00;0.00;0;61.26;3.06;2.75;2.35;3.80;1.00
9;51557310463;18635476193;3579132851;237170705;2.80;30805.00;68615.80;24.80;11.00;64.40;0.00;0;62.02;2.39;2.68;2.36;2.80;1.00
10;50061633525;21082202535;3293965499;221286319;2.20;28595.20;70234.20;25.40;10.20;64.60;0.00;0;61.40;2.22;2.61;2.35;2.20;1.20
