run;read_iops;write_iops;read_bw_MBps;write_bw_MBps;read_lat_avg_ms;write_lat_avg_ms
1;4953;4953;19.3;19.3;0.19438;0.00447773
2;4319;4319;16.9;16.9;0.22371;0.00463323
3;4826;4826;18.9;18.9;0.19966;0.00446923
4;4524;4524;17.7;17.7;0.2131;0.00470756
5;4848;4848;18.9;18.9;0.19856;0.00455553
6;2574;2574;10.1;10.1;0.38052;0.00457802
7;4740;4740;18.5;18.5;0.20272;0.00463891
8;4980;4980;19.5;19.5;0.19258;0.00457897
9;4839;4839;18.9;18.9;0.19858;0.00463941
10;5130;5130;20.0;20.0;0.18707;0.00467095
