run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;112;93.6;8;10,00;15,00;15,00;14,00;17,00;enp0s31f6;331;378
2;112;94.4;8;10,00;15,50;15,38;14,00;16,88;enp0s31f6;360;398
3;113;94.5;8;8,75;15,75;15,50;14,50;17,88;enp0s31f6;336;377
4;112;94.2;8;8,75;15,75;16,00;14,38;18,62;enp0s31f6;282;317
5;112;94.1;8;8,75;15,62;16,12;14,62;20,50;enp0s31f6;264;309
6;112;94.2;8;8,75;15,12;15,50;14,25;19,25;enp0s31f6;335;371
7;113;94.4;8;7,50;15,50;15,50;14,62;20,00;enp0s31f6;306;348
8;112;94.0;8;7,50;15,00;15,12;14,25;17,00;enp0s31f6;312;337
9;112;94.0;8;8,75;17,00;15,75;14,12;20,25;enp0s31f6;294;326
10;112;94.0;8;15,00;16,00;15,12;14,50;16,75;enp0s31f6;253;287
