run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;93.9;78.8;8;5,00;15,12;15,00;13,38;18,12;enp6s18;5662;7059
2;83.3;69.8;8;11,25;14,62;14,75;13,00;18,50;enp6s18;4103;4405
3;76.1;63.8;8;6,25;15,88;15,12;12,75;19,38;enp6s18;12411;14363
4;80.5;67.5;8;5,00;15,50;15,00;13,00;18,88;enp6s18;13369;13925
5;76.4;64.1;8;2,50;14,50;15,50;13,12;19,00;enp6s18;12222;13909
6;78.1;65.5;8;5,00;16,00;15,38;13,62;18,50;enp6s18;10761;12366
7;85.6;71.8;8;7,50;15,00;15,38;13,38;17,88;enp6s18;10155;11829
8;85.1;71.4;8;6,25;15,75;15,75;14,12;18,88;enp6s18;8892;10326
9;85.4;71.6;8;5,00;14,75;14,88;13,00;16,38;enp6s18;8661;9600
10;78.7;66.0;8;8,75;14,50;14,88;13,12;17,62;enp6s18;11848;13754
