run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000000;1;1024KiB;128MiB;128;0.0049;0.04;0.04;0.05;0;15528388;20388;396388;0;0;788;15118
2;0,000000;1;1024KiB;128MiB;128;0.0048;0.03;0.04;0.07;0;15013892;20460;396448;0;0;1244;14662
3;0,000000;1;1024KiB;128MiB;128;0.0049;0.04;0.04;0.05;0;15283344;20508;396668;0;0;909;14997
4;0,000000;1;1024KiB;128MiB;128;0.0049;0.04;0.04;0.06;0;15495448;20556;396672;0;0;853;15053
5;0,000000;1;1024KiB;128MiB;128;0.0061;0.04;0.05;0.07;0;15441172;20604;396708;0;0;846;15060
6;0,000000;1;1024KiB;128MiB;128;0.0052;0.04;0.04;0.06;0;15412780;20652;396712;0;0;848;15057
7;0,000000;1;1024KiB;128MiB;128;0.0060;0.04;0.04;0.09;0;15524408;20708;396688;0;0;736;15169
8;0,000000;1;1024KiB;128MiB;128;0.0049;0.04;0.04;0.08;0;15543052;20772;396680;0;0;729;15176
9;0,000000;1;1024KiB;128MiB;128;0.0055;0.04;0.04;0.05;0;15514100;20820;396764;0;0;789;15116
10;0,000000;1;1024KiB;128MiB;128;0.0049;0.03;0.04;0.10;0;15372340;20868;396768;0;0;895;15010
