Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1765468272,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1765468273,10,,Aggregated,0.000000,0.000000,10,12,15,18,21,21,30,31,31,31,31,78,10,10,11.906267948805366,4.005499999038875,30.968899998697452,245.78205128205127
1765468274,20,,Aggregated,0.000000,0.000000,9,11,12,14,18,21,21,30,31,31,31,156,10,9,10.55748461471805,4.005499999038875,30.968899998697452,240.15384615384616
1765468275,40,,Aggregated,0.000000,0.000000,9,10,12,13,17,18,21,21,31,31,31,231,10,9,10.22079696903233,4.005499999038875,30.968899998697452,238.6103896103896
1765468276,50,,Aggregated,78.000000,10.000000,9,10,11,12,16,18,21,21,31,31,31,313,10,9,10.041450159237408,4.005499999038875,30.968899998697452,243.89456869009584
1765468277,60,,Aggregated,78.000000,5.000000,9,10,11,12,16,17,21,21,31,31,31,397,10,9,9.756313349672778,4.005499999038875,30.968899998697452,246.8639798488665
1765468278,70,,Aggregated,78.250000,2.500000,9,10,12,12,15,17,19,21,31,31,31,559,10,9,9.961533810095137,4.005499999038875,30.968899998697452,253.36851520572452
1765468279,80,,Aggregated,79.400000,2.000000,10,11,12,13,15,17,18,21,31,31,31,696,11,9,10.247040947830811,4.005499999038875,30.968899998697452,247.42528735632183
1765468280,90,,Aggregated,89.333333,1.666667,10,11,12,13,15,16,18,21,31,31,31,832,11,10,10.197950360249637,4.005499999038875,30.968899998697452,243.17908653846155
1765468281,100,,Aggregated,97.714286,1.571429,9,11,12,13,15,16,18,20,31,31,31,983,12,9,10.064142827694953,3.3642000053077936,30.968899998697452,245.65412004069177
1765468282,110,,Aggregated,102.625000,1.375000,9,11,12,12,15,16,18,19,30,31,31,1143,12,9,10.005880052141098,3.3642000053077936,30.968899998697452,251.77865266841644
1765468283,120,,Aggregated,102.625000,1.375000,9,10,11,12,14,16,18,19,30,31,31,1363,12,9,9.723685106191844,3.249600005801767,30.968899998697452,250.53191489361703
1765468284,130,,Aggregated,113.300000,1.200000,9,10,11,12,14,16,17,18,30,31,31,1602,12,9,9.695850623986358,3.249600005801767,30.968899998697452,252.24656679151062
1765468285,140,,Aggregated,113.300000,1.200000,9,10,11,12,14,15,17,18,30,31,31,1806,13,9,9.637855647607454,3.249600005801767,30.968899998697452,248.89258028792912
1765468286,150,,Aggregated,128.500000,0.200000,9,10,11,12,14,15,17,18,21,31,31,2052,13,9,9.684730311623637,3.249600005801767,30.968899998697452,251.1349902534113
1765468287,160,,Aggregated,143.600000,0.200000,9,10,11,12,14,15,17,18,21,31,31,2263,15,9,9.626625408538082,3.249600005801767,30.968899998697452,251.21122403888643
1765468288,170,,Aggregated,157.500000,0.300000,9,10,11,12,14,15,17,18,22,31,31,2565,15,9,9.563878752322065,3.249600005801767,30.968899998697452,254.44249512670567
1765468289,180,,Aggregated,173.900000,0.300000,9,10,11,12,14,15,17,18,22,31,31,2871,17,9,9.602046534128934,3.249600005801767,30.968899998697452,255.32079414838034
1765468290,190,,Aggregated,186.600000,0.500000,9,10,11,12,14,15,17,18,21,31,31,3159,17,9,9.66672060759349,3.249600005801767,30.968899998697452,256.7125672681228
1765468291,200,,Aggregated,202.900000,0.500000,9,11,11,12,14,15,17,18,21,31,31,3465,17,9,9.719490562536228,3.249600005801767,30.968899998697452,257.81298701298704
1765468292,210,,Aggregated,218.700000,0.600000,9,11,11,12,14,15,17,18,21,31,31,3767,20,9,9.771844517954433,3.249600005801767,30.968899998697452,258.540748606318
1765468293,220,,Aggregated,233.800000,0.600000,10,11,12,12,14,16,18,19,26,31,31,4149,23,10,10.05526109883709,3.249600005801767,30.968899998697452,260.2395758013979
1765468294,230,,Aggregated,249.300000,0.500000,9,11,12,12,14,16,18,19,26,31,31,4541,24,9,9.971462056588283,3.249600005801767,30.968899998697452,263.33847170226824
1765468295,240,,Aggregated,263.400000,0.800000,10,11,12,13,14,16,18,19,27,31,31,4915,26,10,10.150773509434332,3.249600005801767,30.968899998697452,262.6467955239064
1765468296,250,,Aggregated,278.600000,1.100000,10,11,12,13,14,16,18,20,31,36,36,5296,26,10,10.13916019619061,3.249600005801767,36.10189999744762,263.59176737160124
1765468297,260,,Aggregated,294.900000,1.200000,10,11,12,13,14,16,18,20,31,36,36,5683,28,10,10.141290832153203,3.249600005801767,36.10189999744762,263.9686785148689
1765468298,270,,Aggregated,324.400000,1.300000,10,11,12,13,14,16,18,19,31,36,36,6156,28,10,10.14114926885155,3.249600005801767,36.10189999744762,266.8685834957765
1765468299,280,,Aggregated,342.000000,1.300000,10,11,12,13,15,16,18,19,31,36,36,6589,33,10,10.14772634678035,3.249600005801767,36.10189999744762,265.8562756108666
1765468300,290,,Aggregated,354.500000,1.300000,10,11,12,13,15,16,18,20,31,36,36,7050,35,10,10.230604028250818,3.249600005801767,36.10189999744762,266.47290780141844
1765468301,300,,Aggregated,371.200000,1.600000,10,11,12,13,15,16,18,20,31,36,36,7513,38,10,10.283765180211475,3.249600005801767,36.10189999744762,265.8390789298549
1765468302,310,,Aggregated,387.300000,1.800000,10,11,12,13,15,16,18,20,31,36,36,7972,39,10,10.279131635587591,3.249600005801767,36.10189999744762,266.4780481685901
