run;read_iops;write_iops;read_bw_MBps;write_bw_MBps;read_lat_avg_ms;write_lat_avg_ms
1;6142;6142;24.0;24.0;0.15673;0.00346077
2;6286;6286;24.6;24.6;0.15336;0.00336659
3;6012;6012;23.5;23.5;0.16064;0.00328711
4;5928;5928;23.2;23.2;0.1629;0.00340165
5;5882;5882;23.0;23.0;0.16403;0.00352948
6;5950;5950;23.2;23.2;0.16193;0.00351602
7;5890;5890;23.0;23.0;0.16386;0.00348253
8;5964;5964;23.3;23.3;0.16174;0.00349925
9;5890;5890;23.0;23.0;0.16378;0.00351759
10;6115;6115;23.9;23.9;0.15759;0.00334314
