run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;112;93.9;8;8,75;16,50;15,12;14,62;16,75;enp0s31f6;685;696
2;112;94.2;8;13,75;12,12;13,12;11,88;14,38;enp0s31f6;669;672
3;112;93.6;8;7,50;14,75;15,25;14,50;17,25;enp0s31f6;552;510
4;112;93.7;8;10,00;15,00;14,88;14,50;15,88;enp0s31f6;697;664
5;111;93.2;8;6,25;17,12;15,62;14,62;17,75;enp0s31f6;495;439
6;112;93.8;8;5,00;15,12;15,75;14,62;17,75;enp0s31f6;651;635
7;111;93.0;8;5,00;15,00;15,75;14,50;18,12;enp0s31f6;612;590
8;111;93.5;8;5,00;15,50;15,12;14,50;16,75;enp0s31f6;552;515
9;107;89.8;8;7,50;16,75;15,12;14,50;18,00;enp0s31f6;653;600
10;112;93.8;8;5,00;15,00;15,50;14,50;17,88;enp0s31f6;708;658
