run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0077;0.04;0.06;1.58;0;13173660;46980;2160288;0;0;1870;12861
2;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.05;0;13076848;47076;2166704;0;0;1941;12783
3;0,000016;1;1024KiB;128MiB;128;0.0061;0.04;0.05;0.09;0;12966048;47180;2173528;0;0;2029;12689
4;0,000016;1;1024KiB;128MiB;128;0.0064;0.04;0.05;0.32;0;13155744;47300;2198588;0;0;1883;12810
5;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13015628;47404;2221528;0;0;1979;12693
6;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;12968204;47656;2229244;0;0;2008;12655
7;0,000016;1;1024KiB;128MiB;128;0.0060;0.04;0.05;0.10;0;12863960;47760;2236200;0;0;2099;12558
8;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;12783400;47864;2243456;0;0;2171;12479
9;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13290972;48040;2249084;0;0;1667;12977
10;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13252940;48144;2254764;0;0;1695;12943
