run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000000;1;1024KiB;128MiB;128;0.0070;0.04;0.05;0.11;0;15520560;31432;454352;0;0;675;15168
2;0,000000;1;1024KiB;128MiB;128;0.0068;0.04;0.05;0.09;0;15535992;31480;454432;0;0;679;15164
3;0,000000;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.07;0;15512228;31504;454400;0;0;687;15157
4;0,000000;1;1024KiB;128MiB;128;0.0055;0.04;0.04;0.07;0;15503232;31536;454428;0;0;708;15135
5;0,000000;1;1024KiB;128MiB;128;0.0062;0.04;0.05;0.08;0;15495012;31576;454420;0;0;704;15139
6;0,000000;1;1024KiB;128MiB;128;0.0068;0.04;0.05;0.07;0;15495512;31600;454440;0;0;713;15130
7;0,000000;1;1024KiB;128MiB;128;0.0072;0.04;0.05;0.07;0;15512172;31640;454440;0;0;688;15155
8;0,000000;1;1024KiB;128MiB;128;0.0054;0.04;0.04;0.08;0;15525576;31672;454456;0;0;675;15168
9;0,000000;1;1024KiB;128MiB;128;0.0052;0.04;0.04;0.07;0;15518276;31712;454464;0;0;677;15166
10;0,000000;1;1024KiB;128MiB;128;0.0051;0.04;0.04;0.06;0;15512528;31744;454452;0;0;698;15145
