run;read_iops;write_iops;read_bw_MBps;write_bw_MBps;read_lat_avg_ms;write_lat_avg_ms
1;7660;7660;29.9;29.9;0.11386;0.00895886
2;7706;7706;30.1;30.1;0.11667;0.00727133
3;7660;7660;29.9;29.9;0.11582;0.00740695
4;7701;7701;30.1;30.1;0.11456;0.0081205
5;7985;7985;31.2;31.2;0.11248;0.00679966
6;7766;7766;30.3;30.3;0.11621;0.00597437
7;8393;8393;32.8;32.8;0.10933;0.00575397
8;8870;8870;34.6;34.6;0.0994;0.00791422
9;9014;9014;35.2;35.2;0.10183;0.00396949
10;8376;8376;32.7;32.7;0.10843;0.00478383
