run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;42022827511;41377271082;1406169910;243220245;3.80;7740.00;114674.00;11.40;20.40;68.20;0.00;.23;68.12;2.51;2.34;2.18;3.80;1.40
2;41924436073;41286639411;1368493329;242340364;2.80;7116.20;100188.20;10.40;19.80;69.60;0.00;.24;69.92;2.10;2.27;2.17;2.80;1.00
3;38306966323;39830803544;1204999581;212339035;4.40;6917.80;93692.40;10.40;19.20;70.20;0.00;.27;70.40;2.18;2.26;2.17;4.40;1.00
4;38373437339;39966614524;1206895513;215537817;3.40;7131.20;95920.20;10.20;20.00;69.60;0.00;.36;68.22;2.43;2.33;2.20;3.40;1.00
5;40299845356;40647008421;1293333569;227882537;3.40;7933.40;124993.40;11.20;20.40;68.40;0.00;.27;68.56;2.29;2.28;2.19;3.40;1.20
6;39909671599;40583612297;1277425437;225113609;4.60;6749.00;93481.20;9.80;19.60;70.40;0.00;.26;69.07;2.14;2.23;2.18;4.60;1.00
7;39664818065;40465550259;1270496247;226489088;2.80;7776.40;117764.60;10.80;20.20;68.80;0.00;.30;68.37;1.98;2.16;2.15;2.80;1.00
8;39778636837;40549377681;1244278660;224670604;2.60;7760.00;118147.80;11.80;20.00;68.00;0.00;.37;69.32;2.34;2.23;2.18;2.60;1.40
9;39612569641;40500199493;1254954450;220356026;2.80;7978.80;125947.60;11.20;20.20;67.80;0.00;.34;68.09;2.45;2.27;2.20;2.80;1.00
10;40422512958;40926229823;1330395826;230576557;2.80;7592.40;110637.80;11.60;20.00;68.00;0.00;.30;68.33;2.88;2.46;2.27;2.80;1.00
