run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;107;89.8;8;11,25;15,38;15,50;14,50;18,62;enp0s31f6;1095;1086
2;109;91.8;8;10,00;249,62;57,88;14,62;249,62;enp0s31f6;1222;1228
3;107;89.8;8;12,50;12,75;13,88;12,25;18,62;enp0s31f6;2690;2735
4;102;86.0;8;8,75;28,25;17,50;14,25;34,75;enp0s31f6;3771;3699
5;107;89.5;8;6,25;15,00;25,88;14,62;66,12;enp0s31f6;909;848
6;105;88.3;8;6,25;15,50;15,62;14,62;20,25;enp0s31f6;1119;1141
7;105;88.5;8;7,50;14,88;15,25;14,50;18,25;enp0s31f6;1176;1162
8;107;89.9;8;12,50;13,00;13,00;11,62;15,88;enp0s31f6;1417;1430
9;108;90.5;8;7,50;14,88;15,25;14,50;17,88;enp0s31f6;1105;1096
10;108;90.9;8;10,00;15,12;15,50;14,75;18,75;enp0s31f6;1137;1117
