run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;109;91.2;8;8,75;15,38;16,12;14,38;19,25;enp0s31f6;1613;1623
2;108;90.6;8;8,75;16,25;15,12;14,12;16,75;enp0s31f6;1880;1881
3;106;89.3;8;11,25;15,25;15,25;13,88;18,00;enp0s31f6;1870;2017
4;106;88.6;8;8,75;15,75;15,38;13,75;22,12;enp0s31f6;2029;1886
5;104;87.1;8;8,75;14,25;14,62;13,75;16,12;enp0s31f6;1609;1606
6;103;86.8;8;11,25;14,50;15,12;13,75;18,00;enp0s31f6;1413;1416
7;104;87.0;8;11,25;14,75;15,00;14,12;17,62;enp0s31f6;852;905
8;108;90.5;8;10,00;14,75;14,75;14,00;17,00;enp0s31f6;1538;1534
9;106;89.2;8;8,75;14,25;15,38;13,88;17,50;enp0s31f6;1892;1867
10;111;92.9;8;8,75;14,50;14,50;13,75;15,62;enp0s31f6;0;0
