run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13597808;42068;1970080;0;0;1649;13269
2;0,000016;1;1024KiB;128MiB;128;0.0075;0.04;0.06;1.47;0;13569320;42164;1974336;0;0;1665;13249
3;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.05;0;13510912;42356;1981772;0;0;1726;13181
4;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13433532;42460;1987004;0;0;1783;13119
5;0,000016;1;1024KiB;128MiB;128;0.0074;0.04;0.06;1.54;0;13310308;42612;1995176;0;0;1899;12994
6;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.07;0;13268124;42780;1999840;0;0;1933;12956
7;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;13259712;42924;2005352;0;0;1938;12946
8;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13583124;43068;2012880;0;0;1612;13264
9;0,000016;1;1024KiB;128MiB;128;0.0060;0.04;0.05;0.06;0;13405772;43284;2020888;0;0;1791;13078
10;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.07;0;13375748;43364;2025616;0;0;1789;13075
