run;read_iops;write_iops;read_bw_MBps;write_bw_MBps;read_lat_avg_ms;write_lat_avg_ms
1;11.7;11.7;45.8;45.8;0.08029;0.00287747
2;11.5;11.5;45.0;45.0;0.08159;0.00285
3;11.6;11.6;45.4;45.4;0.08098;0.00274489
4;11.3;11.3;44.3;44.3;0.08294;0.00286098
5;11.5;11.5;45.1;45.1;0.0817;0.00278257
6;11.5;11.5;45.0;45.0;0.08173;0.00285195
7;11.4;11.4;44.6;44.6;0.08254;0.00286707
8;11.5;11.5;45.1;45.1;0.08164;0.00279153
9;11.6;11.6;45.2;45.2;0.0814;0.00274631
10;11.6;11.6;45.4;45.4;0.08103;0.0028002
