Method,Name,Error,Occurrences
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 7'),155
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 6'),325
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 3'),217
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 8'),295
GET,/Categorias,"ConnectionAbortedError(10053, 'Se ha anulado una conexión establecida por el software en su equipo host', None, 10053, None)",40
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 2'),205
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 3'),229
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 4'),202
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 7'),213
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 1'),135
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 4'),200
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 12'),223
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 11'),167
GET,/Mesas,RemoteDisconnected('Remote end closed connection without response'),790
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 9'),208
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 3'),162
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 7'),210
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 9'),287
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 9'),225
GET,/Pedidos/5925,RemoteDisconnected('Remote end closed connection without response'),2321
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 12'),202
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 2'),283
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 11'),209
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 3'),231
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 9'),212
GET,/Mesas,"ConnectionAbortedError(10053, 'Se ha anulado una conexión establecida por el software en su equipo host', None, 10053, None)",12
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 7'),282
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 1'),177
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 10'),297
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 13'),205
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 8'),205
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 1'),238
