Method,Name,Error,Occurrences
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 6'),29
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 3'),27
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 8'),48
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 2'),32
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 3'),41
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 4'),30
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 7'),39
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 4'),35
GET,/Pedidos/5925,HTTPError('500 Server Error: Internal Server Error for url: /Pedidos/5925'),2
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 12'),22
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 9'),29
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 7'),33
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 9'),27
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 9'),26
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 12'),27
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 2'),41
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 11'),23
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 3'),30
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 9'),31
GET,/Categorias,HTTPError('500 Server Error: Internal Server Error for url: /Categorias'),3
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 7'),44
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 1'),34
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 10'),34
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 13'),31
GET,/Mesas,HTTPError('500 Server Error: Internal Server Error for url: /Mesas'),1
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 8'),37
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 1'),30
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 12'),23
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 2'),28
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 13'),21
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 5'),20
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 5'),28
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 1'),33
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 12'),28
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 9'),33
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 1'),48
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 8'),35
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 4'),42
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 11'),20
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 2'),26
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 7'),36
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 3'),31
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 5'),41
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 13'),41
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 11'),25
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 11'),23
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 13'),24
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 4'),20
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 2'),29
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 5'),27
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 8'),41
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 1'),29
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 5'),38
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 8'),37
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 4'),25
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 11'),39
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 3'),29
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 7'),30
