run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;106;88.8;8;8,75;14,25;14,62;13,88;16,00;enp0s31f6;581;676
2;105;88.1;8;10,00;14,38;14,75;13,88;17,50;enp0s31f6;886;986
3;110;92.5;8;7,50;18,25;16,38;13,62;20,62;enp0s31f6;441;522
4;106;89.2;8;2,50;17,25;14,75;13,62;17,88;enp0s31f6;610;689
5;109;91.8;8;6,25;14,88;14,38;13,12;16,12;enp0s31f6;518;588
6;111;93.3;8;8,75;14,25;14,38;13,00;15,62;enp0s31f6;535;615
7;107;89.9;8;7,50;14,25;14,50;13,75;15,50;enp0s31f6;528;597
8;110;92.5;8;7,50;14,50;14,62;13,12;16,62;enp0s31f6;961;1055
9;108;90.3;8;8,75;14,25;14,50;13,62;16,62;enp0s31f6;546;635
10;109;91.7;8;5,00;14,50;14,38;13,38;14,75;enp0s31f6;547;623
