run;read_iops;write_iops;read_bw_MBps;write_bw_MBps;read_lat_avg_ms;write_lat_avg_ms
1;5538;5538;21.6;21.6;0.1741;0.00390785
2;5517;5517;21.6;21.6;0.17486;0.00381415
3;5188;5188;20.3;20.3;0.18602;0.00389708
4;5256;5256;20.5;20.5;0.18351;0.003856
5;5304;5304;20.7;20.7;0.1819;0.00392182
6;5230;5230;20.4;20.4;0.18454;0.00385243
7;5188;5188;20.3;20.3;0.18616;0.00390585
8;5357;5357;20.9;20.9;0.18019;0.00377827
9;5063;5063;19.8;19.8;0.1907;0.00406479
10;5353;5353;20.9;20.9;0.18033;0.00378881
