run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;103;86.4;8;8,75;15,00;14,75;14,25;15,75;enp6s18;3709;4239
2;103;86.6;8;10,00;14,88;14,88;14,38;16,12;enp6s18;3651;4255
3;103;86.7;8;10,00;16,25;14,88;14,25;17,00;enp6s18;3611;4082
4;104;87.2;8;8,75;14,75;16,50;14,38;25,12;enp6s18;4070;4667
5;103;86.6;8;8,75;14,62;15,00;14,25;17,25;enp6s18;3930;4593
6;103;86.7;8;8,75;14,75;15,62;14,25;18,25;enp6s18;5792;6517
7;104;87.0;8;5,00;14,75;14,75;14,00;16,25;enp6s18;3906;4468
8;103;86.7;8;1,25;16,50;15,75;14,25;18,50;enp6s18;3819;4413
9;103;86.8;8;3,75;14,75;15,88;14,25;18,88;enp6s18;3863;4461
10;103;86.5;8;5,00;15,00;15,62;14,25;17,38;enp6s18;4007;4650
