run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;16816571180;6215302959;1258670373;64521572;1.00;10866.20;23283.80;9.20;3.80;86.80;0.00;0;87.13;1.22;0.70;0.44;1.00;1.00
2;17857423172;6409649222;1262813850;65839437;1.80;12030.00;20915.80;9.00;4.00;87.00;0.00;0;85.94;1.47;0.81;0.49;1.80;1.20
3;17271681441;6189177713;1244851547;62890296;2.80;12344.60;22077.40;9.80;4.20;86.20;0.00;0;86.48;0.64;0.68;0.46;2.80;1.40
4;17998771209;6622576456;1332708752;68756321;1.00;12470.40;21866.60;9.60;4.00;86.20;0.00;0;86.59;0.50;0.64;0.46;1.00;1.00
5;18615393091;6705389575;1336560629;70415970;1.00;12626.00;22746.60;9.80;4.00;85.60;0.00;0;87.43;0.53;0.61;0.45;1.00;1.20
6;17949371493;6568551831;1329460283;68686306;1.00;12392.20;22056.60;9.00;4.20;86.80;0.00;0;86.96;0.57;0.62;0.47;1.00;1.00
7;18000558689;6512077543;1320488900;68799445;2.60;13974.60;24202.80;10.20;4.60;85.20;0.00;0;87.77;1.45;0.83;0.55;2.60;1.20
8;18689562123;6693277093;1331076649;74253103;3.20;13559.40;23617.40;10.00;4.60;85.60;0.00;0;87.19;1.72;0.99;0.61;3.20;1.00
9;18890532339;6729988229;1356871742;70983642;2.20;12417.80;22058.20;9.20;4.00;86.80;0.00;0;88.35;0.89;0.87;0.59;2.20;1.00
10;19352251173;7026698959;1419086183;74781081;3.00;13593.40;22150.40;10.40;4.40;85.20;0.00;0;85.73;0.52;0.78;0.57;3.00;1.00
