run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.07;0;13147648;52052;2389376;0;0;1667;12839
2;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.07;0;13328820;52188;2390224;0;0;1489;13016
3;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.06;0;13332624;52332;2391724;0;0;1483;13020
4;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;13325552;52476;2392908;0;0;1489;13012
5;0,000016;1;1024KiB;128MiB;128;0.0055;0.04;0.04;0.08;0;13277312;52620;2394516;0;0;1538;12962
6;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.08;0;13264464;52724;2395484;0;0;1548;12951
7;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.07;0;13247396;52860;2396820;0;0;1558;12939
8;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;13243940;52964;2397880;0;0;1563;12933
9;0,000016;1;1024KiB;128MiB;128;0.0068;0.04;0.05;0.71;0;13331968;53140;2398856;0;0;1476;13019
10;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13335432;53260;2400088;0;0;1474;13020
