run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000000;1;1024KiB;128MiB;128;0.0063;0.04;0.05;0.07;0;15513568;22472;457512;0;0;681;15167
2;0,000000;1;1024KiB;128MiB;128;0.0048;0.03;0.04;0.07;0;15344628;22512;457552;0;0;821;15028
3;0,000000;1;1024KiB;128MiB;128;0.0051;0.04;0.04;0.08;0;15521492;22560;457596;0;0;698;15151
4;0,000000;1;1024KiB;128MiB;128;0.0061;0.04;0.05;0.09;0;15503532;22616;457588;0;0;699;15149
5;0,000000;1;1024KiB;128MiB;128;0.0061;0.04;0.05;0.08;0;15527748;22656;457580;0;0;692;15157
6;0,000000;1;1024KiB;128MiB;128;0.0072;0.04;0.05;0.10;0;15506788;22712;457604;0;0;823;15026
7;0,000000;1;1024KiB;128MiB;128;0.0048;0.03;0.04;0.09;0;15476652;22760;457604;0;0;806;15043
8;0,000000;1;1024KiB;128MiB;128;0.0049;0.04;0.04;0.05;0;15469488;22808;457620;0;0;733;15116
9;0,000000;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.07;0;15468036;22856;457620;0;0;747;15102
10;0,000000;1;1024KiB;128MiB;128;0.0054;0.04;0.04;0.07;0;15472764;22904;457632;0;0;729;15120
