run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;88.8;74.5;8;2,50;14,62;14,75;13,62;15,88;enp6s18;10473;11751
2;86.8;72.8;8;3,75;15,00;14,75;14,12;16,62;enp6s18;10689;12290
3;89.1;74.7;8;26,25;16,88;16,00;14,12;17,50;enp6s18;9727;11166
4;88.6;74.4;8;28,75;14,38;14,25;13,62;15,75;enp6s18;8283;9573
5;88.8;74.5;8;23,75;14,75;14,75;14,12;15,50;enp6s18;10197;11685
6;93.5;78.4;8;10,00;13,88;14,62;13,62;15,88;enp6s18;7504;8642
7;92.4;77.5;8;3,75;14,50;14,88;13,75;17,25;enp6s18;9653;11713
8;88.3;74.1;8;16,25;14,75;15,25;14,25;17,00;enp6s18;9711;11116
9;87.5;73.4;8;3,75;14,88;15,00;14,38;16,88;enp6s18;10560;12096
10;87.6;73.5;8;5,00;15,00;14,88;14,12;16,50;enp6s18;9888;11273
