run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;109;91.3;8;8,75;14,75;15,12;13,38;19,25;enp0s31f6;5254;4501
2;106;88.8;8;10,00;15,62;15,00;13,75;17,88;enp0s31f6;1655;1654
3;109;91.4;8;13,75;14,75;15,00;13,88;16,38;enp0s31f6;1227;1207
4;107;90.0;8;11,25;15,12;14,88;14,38;16,62;enp0s31f6;1647;1640
5;107;89.8;8;10,00;14,62;14,62;14,00;15,88;enp0s31f6;1611;1646
6;106;89.1;8;8,75;17,62;15,00;14,12;19,00;enp0s31f6;945;930
7;102;85.3;8;8,75;14,88;15,12;13,88;19,50;enp0s31f6;1992;2002
8;81.5;68.3;8;10,00;14,50;15,00;14,12;18,75;enp0s31f6;713;711
9;106;88.9;8;8,75;14,50;14,62;13,75;16,75;enp0s31f6;1834;1782
10;112;94.2;8;11,25;14,50;14,50;14,12;15,88;enp0s31f6;0;0
